(0.7494600431965444, 0.3565217391304348)
(0.5561555075593952, 0.45759852620197006)
(0.6279697624190065, 0.40045856667392243)
(0.7181425485961124, 0.4122707478316261)
(0.6312095032397409, 0.5422466231618088)
(0.6312095032397409, 0.3733869740390017)
(0.5118790496760259, 0.5049408796226444)
(0.5145788336933046, 0.3785328101444633)
(0.5010799136069115, 0.5828264163905345)
(0.5010799136069115, 0.5056023562924565)
(0.5777537796976242, 0.33148177155646497)
(0.638768898488121, 0.601741620034133)
(0.47516198704103674, 0.3917912685612645)
(0.5145788336933046, 0.47303054210863227)
(0.5599352051835853, 0.3883944816404633)
(0.5145788336933046, 0.47303054210863227)
(0.6312095032397409, 0.6371414348745397)
(0.6495680345572354, 0.6370937411638313)
(0.5010799136069115, 0.5056023562924565)
(0.6312095032397409, 0.359758183013461)
(0.5010799136069115, 0.5056023562924565)
(0.47516198704103674, 0.3917912685612645)
(0.4924406047516199, 0.40874664934645116)
(0.47516198704103674, 0.4708752773013996)
(0.5010799136069115, 0.5828264163905345)
(0.5145788336933046, 0.3785328101444633)
(0.5010799136069115, 0.5056023562924565)
(0.47516198704103674, 0.3917912685612645)
(0.5010799136069115, 0.6250756241265847)
(0.47516198704103674, 0.3917912685612645)
(0.5010799136069115, 0.5056023562924565)
(0.5145788336933046, 0.3785328101444633)
(0.5010799136069115, 0.5056023562924565)
(0.5010799136069115, 0.5828264163905345)
(0.7494600431965444, 0.3565217391304348)
(0.265658747300216, 0.40709622577983073)
(0.48704103671706267, 0.31863328059319534)
(0.6312095032397409, 0.6371414348745397)
(0.5118790496760259, 0.6317331889543041)
(0.5561555075593952, 0.45759852620197006)
(0.5010799136069115, 0.5056023562924565)
(0.47516198704103674, 0.4708752773013996)
(0.47516198704103674, 0.3917912685612645)
(0.47516198704103674, 0.4708752773013996)
(0.5010799136069115, 0.5828264163905345)
(0.47516198704103674, 0.3917912685612645)
(0.47516198704103674, 0.3917912685612645)
(0.47516198704103674, 0.4708752773013996)
(0.5010799136069115, 0.6250756241265847)
(0.47516198704103674, 0.3917912685612645)
(0.23974082073434122, 0.40709622577983073)
(0.5010799136069115, 0.5056023562924565)
(0.36933045356371486, 0.4679906619167841)
(0.5010799136069115, 0.42120093316937984)
(0.5010799136069115, 0.5056023562924565)
(0.47516198704103674, 0.4708752773013996)
(0.4924406047516199, 0.40874664934645116)
(0.5145788336933046, 0.3785328101444633)
(0.47516198704103674, 0.3917912685612645)
(0.3952483801295896, 0.5056023562924565)
(0.47516198704103674, 0.3917912685612645)
(0.47516198704103674, 0.3917912685612645)
(0.40388768898488125, 0.467576331814572)
(0.4967602591792657, 0.5056023562924565)
(0.5010799136069115, 0.5056023562924565)
(0.265658747300216, 0.31871088272859033)
(0.36933045356371486, 0.4679906619167841)
(0.47516198704103674, 0.4708752773013996)
(0.47516198704103674, 0.3917912685612645)
(0.36933045356371486, 0.4679906619167841)
(0.47516198704103674, 0.3917912685612645)
(0.47516198704103674, 0.3917912685612645)
(0.3952483801295896, 0.5056023562924565)
(0.23974082073434122, 0.40709622577983073)
(0.5010799136069115, 0.5056023562924565)
(0.40388768898488125, 0.3917912685612645)
(0.47516198704103674, 0.4708752773013996)
(0.47516198704103674, 0.3917912685612645)
(0.47516198704103674, 0.4708752773013996)
(0.47516198704103674, 0.3917912685612645)
(0.40388768898488125, 0.3917912685612645)
(0.3952483801295896, 0.5056023562924565)
(0.265658747300216, 0.31871088272859033)
(0.3952483801295896, 0.5056023562924565)
(0.36933045356371486, 0.4679906619167841)
(0.23974082073434122, 0.40709622577983073)
(0.47516198704103674, 0.4708752773013996)
(0.37365010799136067, 0.4679906619167841)
(0.39956803455723544, 0.5056023562924565)
(0.23542116630669552, 0.3917912685612645)
(0.40388768898488125, 0.4679906619167841)
(0.23974082073434122, 0.31871088272859033)
(0.4665226781857451, 0.3844543796556826)
(0.40388768898488125, 0.467576331814572)
(0.47516198704103674, 0.3917912685612645)
(0.47516198704103674, 0.3917912685612645)
(0.39956803455723544, 0.5056023562924565)
(0.2613390928725702, 0.40709622577983073)
(0.23974082073434122, 0.40709622577983073)
(0.3952483801295896, 0.5056023562924565)
(0.23974082073434122, 0.31871088272859033)
(0.23542116630669552, 0.3917912685612645)
(0.4665226781857451, 0.4635555708859128)
(0.265658747300216, 0.31871088272859033)
(0.3952483801295896, 0.5056023562924565)
(0.2613390928725702, 0.40709622577983073)
(0.3952483801295896, 0.5056023562924565)
(0.265658747300216, 0.31871088272859033)
(0.39956803455723544, 0.5056023562924565)
(0.39956803455723544, 0.5056023562924565)
(0.265658747300216, 0.31871088272859033)
(0.23974082073434122, 0.40709622577983073)
(0.3952483801295896, 0.5056023562924565)
(0.265658747300216, 0.31871088272859033)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.23974082073434122, 0.40709622577983073)
(0.37365010799136067, 0.4679906619167841)
(0.23974082073434122, 0.40709622577983073)
(0.2613390928725702, 0.40709622577983073)
(0.23974082073434122, 0.3917912685612645)
(0.2613390928725702, 0.31871088272859033)
(0.23974082073434122, 0.40709622577983073)
(0.23974082073434122, 0.40709622577983073)
(0.265658747300216, 0.31871088272859033)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.23974082073434122, 0.31871088272859033)
(0.23974082073434122, 0.31871088272859033)
(0.2613390928725702, 0.40709622577983073)
(0.2613390928725702, 0.40709622577983073)
(0.2613390928725702, 0.31871088272859033)
(0.21382289416846656, 0.4708752773013996)
(0.265658747300216, 0.31871088272859033)
(0.265658747300216, 0.31871088272859033)
(0.23542116630669552, 0.3917912685612645)
(0.23974082073434122, 0.31871088272859033)
(0.2613390928725702, 0.31871088272859033)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.4708752773013996)
(0.23974082073434122, 0.31871088272859033)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.2613390928725702, 0.31871088272859033)
(0.23542116630669552, 0.3917912685612645)
(0.21382289416846656, 0.4708752773013996)
(0.23542116630669552, 0.3917912685612645)
(0.21382289416846656, 0.4708752773013996)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.31871088272859033)
(0.21382289416846656, 0.3917912685612645)
(0.20950323974082075, 0.4708752773013996)
(0.21382289416846656, 0.3917912685612645)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.4708752773013996)
(0.21382289416846656, 0.4708752773013996)
(0.21382289416846656, 0.4708752773013996)
(0.23542116630669552, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.21382289416846656, 0.46702912345524566)
(0.23542116630669552, 0.3917912685612645)
(0.23974082073434122, 0.46702912345524566)
(0.20950323974082075, 0.3917912685612645)
(0.21382289416846656, 0.4708752773013996)
(0.23542116630669552, 0.3917912685612645)
(0.21382289416846656, 0.3917912685612645)
(0.23542116630669552, 0.3917912685612645)
(0.21382289416846656, 0.4708752773013996)
(0.3520518358531317, 0.3917912685612645)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.4708752773013996)
(0.21382289416846656, 0.4708752773013996)
(0.20950323974082075, 0.4708752773013996)
(0.21382289416846656, 0.3917912685612645)
(0.21382289416846656, 0.4708752773013996)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.3917912685612645)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.3917912685612645)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.4708752773013996)
(0.20950323974082075, 0.4708752773013996)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.46702912345524566)
(0.20950323974082075, 0.3917912685612645)
(0.20950323974082075, 0.3917912685612645)
(0.21382289416846656, 0.4708752773013996)
(0.21382289416846656, 0.4708752773013996)
(0.20950323974082075, 0.3917912685612645)
(0.23974082073434122, 0.46702912345524566)
(0.20950323974082075, 0.3917912685612645)
(0.21382289416846656, 0.3917912685612645)
(0.20950323974082075, 0.3917912685612645)
(0.20950323974082075, 0.4708752773013996)
(0.20950323974082075, 0.4708752773013996)
(0.21382289416846656, 0.4708752773013996)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.3917912685612645)
(0.21382289416846656, 0.3917912685612645)
(0.20950323974082075, 0.3917912685612645)
(0.20950323974082075, 0.3917912685612645)
(0.21382289416846656, 0.46702912345524566)
(0.21382289416846656, 0.4708752773013996)
(0.20950323974082075, 0.46702912345524566)
(0.20950323974082075, 0.46702912345524566)
(0.21382289416846656, 0.3917912685612645)
(0.21382289416846656, 0.46702912345524566)
(0.20950323974082075, 0.4708752773013996)
(0.20950323974082075, 0.3917912685612645)
(0.20950323974082075, 0.4708752773013996)
(0.20950323974082075, 0.3917912685612645)
(0.20950323974082075, 0.3917912685612645)
(0.20950323974082075, 0.3917912685612645)
(0.21382289416846656, 0.3917912685612645)
(0.20950323974082075, 0.3917912685612645)
(0.20950323974082075, 0.3917912685612645)
(0.20950323974082075, 0.46702912345524566)
(0.20950323974082075, 0.4708752773013996)
